"IdMaterial","CPRODTOOrigen","CCLASEPRODTOOrigen","ACEROOrigen","BORDESOrigen","DIAM__INTERNOOrigen","EXTREMOSOrigen","NORMAOrigen","NORTOLANCHOOrigen","NORTOLESPESOROrigen","PLANITUDOrigen","SOLDAOrigen","SUPERFICIEOrigen","USOGRALOrigen","CPRODTODestino","CCLASEPRODTODestino","ACERODestino","ACABSUPERDestino","BORDESDestino","DIAM__INTERNODestino","EXTREMOSDestino","NORMADestino","NORTOLANCHODestino","NORTOLESPESORDestino","PLANITUDDestino","SOLDADestino","SUPERFICIEDestino","USOGRALDestino","Reasignacion","Pedido"
"2A652084GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A652044GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A652086GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A651628GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A652049GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A651866GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A651610GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A651565GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A653807GM200","MP501073","M-P-CALIENTE-BOB-_","7082","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","6066","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A654714GM200","MP501073","M-P-CALIENTE-BOB-_","4092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A653806GM200","MP501073","M-P-CALIENTE-BOB-_","7082","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","6066","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A654631GM200","MP501073","M-P-CALIENTE-BOB-_","7060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE006","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A653712GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A653667GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A653629GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A654712GM200","MP501073","M-P-CALIENTE-BOB-_","4092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A654848GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A655666GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A654826GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A655777GM200","MP501073","M-P-CALIENTE-BOB-_","2060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","6066","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A657163GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","6066","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A657132GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","6066","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A659451GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A656917GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A658655GM200","MP501073","M-P-CALIENTE-BOB-_","2082","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A658736GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A658653GM200","MP501073","M-P-CALIENTE-BOB-_","2082","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A658718GM200","MP501073","M-P-CALIENTE-BOB-_","2042","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A658654GM200","MP501073","M-P-CALIENTE-BOB-_","2082","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A658717GM200","MP501073","M-P-CALIENTE-BOB-_","2042","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","ACE505","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A660920GM200","MP501073","M-P-CALIENTE-BOB-_","7102","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A660392GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A666917GM200","MP501073","M-P-CALIENTE-BOB-_","7102","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A661553GM200","MP501073","M-P-CALIENTE-BOB-_","7060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662215GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662201GM200","MP501073","M-P-CALIENTE-BOB-_","2082","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A661955GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662219GM200","MP501073","M-P-CALIENTE-BOB-_","7092","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662192GM200","MP501073","M-P-CALIENTE-BOB-_","2060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662200GM200","MP501073","M-P-CALIENTE-BOB-_","2060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662190GM200","MP501073","M-P-CALIENTE-BOB-_","2060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","7061","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A603430GM200","MP501073","M-P-CALIENTE-BOB-_","2060","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662094GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662111GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
"2A662092GM200","MP501073","M-P-CALIENTE-BOB-_","7061","LAMINACION","711","NO CORTADOS 98% EN ESPESOR.","ASTM A 569 \ TIPO B (V 1997 REV 1)","ASTM A 568 / A 635","ASTM A 568 / A 635","TERNIUM ESTANDAR","NO","INTERNA","CALIDAD COMERCIAL","MP517074","M-P-FRIO-BOB-CRU","C071TM","MATE","LAMINACION","508","CORTADOS 98% EN ESPESOR","TER \ 1006 GAL (V 2011 REV 1)","ASTM A 568","1/2 ASTM A 568","TERNIUM ESTANDAR","NO","SEMI-EXPUESTA","GALV. INDUSTRIAL","OK","1"
